Tweet,PositiveWord,NegativeWords,TotalPostive,TotalNegative,Polarity 
 cynthia roseeee abc biden did not distribute the vaccine fedex and ups have been providing logistics for decades ,nan,['not'],0,1,Negative
rt gopchairwoman biden spent the majority of his speech last night misleading the american people on the vaccine it is only thanks to ,nan,['misleading'],0,1,Negative
rt jamesburdass downtownseoul sowthewind1 jthalassites rbkcmayor rbkc cycle lane in ken high st and ltns both counterproductive just ,nan,['counterproductive'],0,1,Negative
rt junkscience eu politicians are destroying the european steel industry via senseless climate regulations climate and is a hoax emis ,nan,"['senseless', 'hoax']",0,2,Negative
rt gopleader president biden owes the nation answers on 3 questions tonight 1 when can the economy fully reopen so people can get bac ,nan,nan,0,0,neutral
rt jungkookjapan 21 03 13 news zero ② bts was able to communicate with fans in real time through online live shows while they couldn t ,['fans'],nan,1,0,Positive
rt billshaikin it s official la and orange counties get approval to move to red tier meaning dodgers and angels can play to 20 of capa ,['approval'],nan,1,0,Positive
rt isgoodrum china bolivia venezuela cuba and other global south countries support an ip waiver so generic covid vaccines can be mass ,['support'],nan,1,0,Positive
rt wwj950 ford field in detroit to serve as mass covid 19 vaccination site fema says the goal is 6 000 shots per ,nan,nan,0,0,neutral
rt kristen arnett waiting for the vaccine like ,['like'],nan,1,0,Positive
 the us has never seriously considered far reaching responses to the coronavirus pandemic like a national lockdown ,['like'],nan,1,0,Positive
rt comaware 4s germany declares a covid third wave has begun italy set for easter lockdown ,nan,nan,0,0,neutral
1st pfizer vaccine 2nd vaccine scheduled i was 1160 of 1800 today nice job unitedhealthcare uhc ,['nice'],nan,1,0,Positive
rt jim jordan president trump got us the covid19 vaccine president biden plagiarized it ,['trump'],nan,1,0,Positive
rt potus all adult americans will be eligible to get the vaccine no later than may 1 ,nan,nan,0,0,neutral
 bccletts there is a vaccine for ebola it also doesn t spread as easily as covid ,nan,nan,0,0,neutral
rt faduda we shut down the schools a year ago today daily covid cases were running at less than fifty a day at the time latest numbers ,nan,nan,0,0,neutral
canadian star ryan reynolds reveals he s bruce from viral ottawa public health tweet ,nan,nan,0,0,neutral
 btckr andreaskullman4 i predict all we ll hear is covid and incumbency ,nan,nan,0,0,neutral
rt rdrhwke blackburn called it out for what it is a dummycrap pork bill only 9 percent goes to covid if this doesn t prove dummycraps ,nan,nan,0,0,neutral
 rattyjo i m not quite old enough but got a text re underlying health condition it s entitled me to a free flu jab ,"['enough', 'free']",nan,2,0,Positive
rt senschumer thank you president biden thank you vice president harris thank you speaker pelosi together democrats delivered b ,nan,nan,1,1,neutral
 conspiracyorjac stillgray technically the body of covid a woman ,nan,nan,0,0,neutral
 nettiehy rogerpsan avds prof jon deeks said that while 0 4 400 in 100 000 was a very low rate with a sensitiv ,nan,nan,0,0,neutral
rt juliastratton4 titina q urge the canadian government to end the commercial seal hunt amp issue emergency directives to protect baby sea ,nan,"['issue', 'emergency']",0,2,Negative
rt kvanderson biden will be for democrats what hillary could have been for democrats half a million covid 19 deaths ago ,nan,nan,0,0,neutral
this is a veryimportant read we must all do our best to support seniors eligible for their vaccine ,"['best', 'support']",nan,2,0,Positive
 rbonlett adenoughofit someone has to pay the council so they can keep harassing small businesses to make sure the ,nan,nan,0,0,neutral
canadian star ryan reynolds reveals he s bruce from viral ottawa public health tweet ,nan,nan,0,0,neutral
rt cingraham swin24 big lancet study recently found 40 percent of our covid deaths were preventable ,nan,nan,0,0,neutral
rt jordan rubio the neighborhoods that have been hit the hardest by the pandemic have some of the lowest vaccination rates in houston wi ,nan,nan,0,0,neutral
rt viclombardi i m gonna go ahead and place the falling over unders on snow totals downtown denver 12 north denver 11 parker 10 l ,nan,['falling'],0,1,Negative
rt davidjharrisjr now we know there s at least one honest person in the biden administration ,['honest'],nan,1,0,Positive
rt ggreenwald it makes sense that dems are citing the harassment allegations when calling on cuomo to resign but it s bizarre how the gr ,nan,"['harassment', 'allegations', 'bizarre']",0,3,Negative
rt coolwater101 watch these numbers fall is it the sun or is it the vaccine that ll be killing the virus this spring and summer ,nan,"['fall', 'killing', 'virus']",0,3,Negative
rt gopchairwoman only 9 of biden s 1 9 trillion boondoggle goes directly towards fighting covid and only 1 goes towards vaccines i ,nan,nan,0,0,neutral
 ai ml tech data technology iot 5g robot science innovation cloud business news future serimmune launc ,nan,nan,1,1,neutral
 moxierocker sm0kal0ke not about being pro or anti vax to me it s about safety no matter how you slice it the ,nan,['not'],0,1,Negative
rt dwightevanspa i was honored to host future president biden in philadelphia at the event he referenced tonight potus is right peopl ,"['honored', 'right']",nan,2,0,Positive
rt mediajernyc i asked my mom if she felt any side effects from her second vaccine shot today and she said an acute appreciation for sci ,nan,nan,0,0,neutral
 longjonsilver89 yeah terrible time to buy a card with covid driving demand way up waiting until it all end to upgrade my old 980ti ,nan,['terrible'],0,1,Negative
 taraservatius but boy they will keep us safe from covid though ,['safe'],nan,1,0,Positive
rt picardonhealth amazon warehouse in brampton ordered to shutter over covid19 outbreak more than 600 employees have been infected duri ,nan,"['outbreak', 'infected']",0,2,Negative
rt roccorossito honoured to be part of a panel hosted by science students at the uwindsor with drs suzanne mcmurphy lisa porter and ,nan,nan,0,0,neutral
rt torontostar poll suggests ontarians feel more depressed and upset after a year of covid 19 ,nan,"['depressed', 'upset']",0,2,Negative
rt vickyintheuk correction due to no edit button this was march 2020 these are the powers they currently have under the emergency coron ,nan,['emergency'],0,1,Negative
rt judith54nunn went to my dr today south perth amp they are very angry with this government no vaccines for wa gps until the end of may amp ,nan,['angry'],0,1,Negative
rt senschumer thank you president biden thank you vice president harris thank you speaker pelosi together democrats delivered b ,nan,nan,1,1,neutral
rt becketadams if there s one thing president biden loves it s passing off somebody else s work as his own ,"['loves', 'work']",nan,2,0,Positive
it occurs to me i haven t publicly thanked the countless who literally put their lives on the line to endure trials ,nan,nan,0,0,neutral
rt prfchrispainter matt hancock is often portrayed as a good guy during covid pandemic supporting strong measures to minimise risks rea ,"['good', 'supporting', 'strong']",nan,3,0,Positive
 robertpaulmill1 seanhannity you sound like a fool go ahead no one stopping u from not using a seat belt or blowi ,nan,"['fool', 'not']",0,2,Negative
rt heritage the covid relief bill is the second largest welfare expansion in u s history it s only for one year but everyone invo ,['relief'],nan,1,0,Positive
rt ellie 00 you can register your phone number to 999 by just texting them register this means you can text the emergency services if ,nan,['emergency'],0,1,Negative
rt h mitchellphoto this is just a quick reminder that trump had absolutely nothing to do with the development of the pfizer vaccine ,['trump'],nan,1,0,Positive
rt emily burns v un masking children thread 1 of 4 the role of children in covid 19 transmission 1 children are not major drivers of ,nan,"['burns', 'not']",0,2,Negative
rt bw covid amplified inequality in 2020 by race as well as income gender occupation and nationality ,nan,nan,1,1,neutral
rt dailyhivevan horgan backs dr henry s decision to loosen restrictions on outdoor gathering covid19bc ,nan,nan,0,0,neutral
 alamoontherise what s even scarier is how close americans came to having the vaccine available only to red states ,nan,nan,1,1,neutral
rt buzzpatterson biden is like the guy who takes credit for opening the jar after someone else loosened it without trump s guidance the ,"['like', 'trump', 'guidance']",nan,3,0,Positive
rt swexner experiences of latinx individuals hospitalized for covid 19 via jamanetworkopen part of jamanetwork,nan,nan,0,0,neutral
rt ymisawa just gods word ekinoikedaya chizthiz that is ekiben foods packed for train traveler nice package and taste is loved not o ,"['nice', 'loved']",nan,2,0,Positive
rt housingitguy self service as it should be fast friction free if you are ordering a socialhousing repair 2 vaccine shots or a pizza ,"['fast', 'free']",nan,2,0,Positive
rt scottgottliebmd vaccine hesitancy isn t the biggest challenge but making it convenient to get vaccinated for too many people it s t ,['convenient'],nan,1,0,Positive
 maureenstroud enirenberg vikilovesfacs naomirwolf zadz74 1968 hong kong flu no vaccine so they used two anti ,nan,nan,0,0,neutral
rt isgoodrum china bolivia venezuela cuba and other global south countries support an ip waiver so generic covid vaccines can be mass ,['support'],nan,1,0,Positive
i m digging deep for empathy if an able person refuses to vaccinate and gets covid ,nan,nan,1,1,neutral
rt matthancock huge thanks to everyone involved in the covid testing programme yesterday over 1 6 million tests were conducted a huge ,nan,nan,0,0,neutral
please vote and rt covid19 vaccine data,nan,nan,0,0,neutral
we are reporting 2 new cases of covid 19 202 203 from sault ste marie and area in addition we are advisi ,nan,nan,0,0,neutral
rt ctvtoronto a large amazon fulfillment centre in brampton ont has been ordered to cease all operations and thousands of its workers m ,['fulfillment'],nan,1,0,Positive
if i was the us department of health and human services i would simply make the vaccine open to the general public ,nan,nan,0,0,neutral
rt judith54nunn went to my dr today south perth amp they are very angry with this government no vaccines for wa gps until the end of may amp ,nan,['angry'],0,1,Negative
rt amymincey7 sen warnock promised georgians covid relief amp his next goal is to pass hr 1 for the people act his thoughts on the filib ,"['promised', 'relief']",nan,2,0,Positive
really need may to get here so i can get the vaccine i m literally doing hair and makeup for the damn grocery store ,nan,['damn'],0,1,Negative
washington gov jay inslee says he will sign an emergency proclamation next week that requires all public schools t ,nan,['emergency'],0,1,Negative
i m so happy for all of my medical and teacher friends already getting the vaccine but also so jealous the day th ,nan,nan,1,1,neutral
biden fact check president lied during address but us media doesn t report it via mailonline,nan,['lied'],0,1,Negative
covid doesn t exist in the mcu because the dude whoever ate that bat was snapped away,nan,nan,0,0,neutral
rt cmccvc release meat processing workers need to be high priority for phase 2 of covid 19 vaccinations in all provinces meatmatters ,nan,nan,0,0,neutral
rt seanhannity the pelosi payoff covid package to give california 42b illinois 13b new york 24b more ,nan,nan,0,0,neutral
rt jasonhickel this is wild the us chamber of commerce warned the wto s director general not to distract herself with proposals to su ,nan,"['wild', 'warned', 'not', 'distract']",0,4,Negative
 zarazmusic great news looks like dolly beat you to vaccine but maybe there s still a trip of the century sequel in your future ,"['great', 'like']",nan,2,0,Positive
rt yardleyshooting the government has completely overdone the covid propaganda it has battered people traumatised them and the effects ,nan,"['overdone', 'propaganda', 'battered']",0,3,Negative
rt themohwgovjm covid19 update the ministry of health amp wellness acting on information from who wishes to advise the public that the ,nan,nan,0,0,neutral
rt sloaneellen gopleader seeing your name reminds us 01 06 21 your legacy kevin 7 people killed 1 cop murdered 2 cops committed suici ,nan,['killed'],0,1,Negative
rt jackposobiec here is pence staffer olivia troye appearing on blueanon tv outraged that president trump was pushing hard for a vaccine ,nan,"['outraged', 'hard']",0,2,Negative
rt aseemrshukla so nytimes thinks india s vaccine generosity is to curry favor with neighbors exactly what favors did india get in sh ,"['generosity', 'favor']",nan,2,0,Positive
rt bethrigby brexit britain s exports eu down more than 40 in jan eu imports down 28 8 ons said it largest monthly fall in goods exp ,nan,['fall'],0,1,Negative
rt jasonhickel this is devastating news global south countries have been fighting for the right to manufacture and import affordable ve ,"['right', 'affordable']",nan,2,0,Positive
rt jim jordan president trump got us the covid19 vaccine president biden plagiarized it ,['trump'],nan,1,0,Positive
rt jim jordan president trump got us the covid19 vaccine president biden plagiarized it ,['trump'],nan,1,0,Positive
i m opening emergency commissions i m in a real tough financial spot right now so i m lowering my prices until i ,"['tough', 'right']",nan,2,0,Positive
rt jasonhickel this is devastating news global south countries have been fighting for the right to manufacture and import affordable ve ,"['right', 'affordable']",nan,2,0,Positive
rt foxbaltimore on friday baltimore city schools announced a closing at a learning pod at dr nathan a pitts ashburton elementary midd ,nan,nan,0,0,neutral
rt billoreilly if president biden had complimented the trump administration for developing the covid vaccine in lightning fast time that ,"['trump', 'fast']",nan,2,0,Positive
i get my vaccine in less than a week ,nan,nan,0,0,neutral
rt rbreich 76 of voters support covid relief 0 republicans in congress voted for it how about we stop talking about bipartisanship ,"['support', 'relief']",nan,2,0,Positive
rt roxiecantu03 i will not allow covid to take away from making the traditional sweetheart poster i have waited to assemble my poster a ,nan,nan,1,1,neutral
rt fordnation starting today over 325 pharmacies will begin offering the astrazeneca vaccine to ontarians between the ages of 60 64 ,nan,nan,0,0,neutral
rt dalbideu last night i heard on the radio from diverse businesses including cheese makers architects and tights manufacturers two mov ,nan,nan,0,0,neutral
rt tanyatalaga premier ford should publicly apologize to solmamakwa he made the ignorant remark publicly in the house and then he sh ,nan,nan,1,1,neutral
rt fairimmigration migrants flooding across u s border with as much as 10 times the covid 19 rate as americans v ,nan,nan,0,0,neutral
i like how in america sexual misconduct makes you more unfit to lead during covid than intentionally fudging covid ,"['like', 'lead']",nan,2,0,Positive
rt bbcnews new mum recovering from covid holds eight week old baby for first time ,nan,nan,0,0,neutral
rt ruth hhopkins aruká juma the last surviving member of his amazonian tribe has died from covid 19 the indigenous knowledge amp ceremon ,nan,['died'],0,1,Negative
shoot they just changed to possibly snow,nan,nan,0,0,neutral
rt dbarenboim as we hit the one year anniversary of covid 19 musicians amp artists worldwide eagerly await a return to live performance an ,['eagerly'],nan,1,0,Positive
rt realcandaceo it s been 48 days and joe biden still has not given a press conference the president of the united states is in severe ,nan,"['not', 'severe']",0,2,Negative
nws alert gt advisory blowing snow expected plan on areas of poor visibilities to create difficult travel condition ,nan,"['poor', 'difficult']",0,2,Negative
rt jamesjpdrake it is very encouraging to see that the pfizer vaccine possesses a 94 efficacy rating after the second dose that s a ,['encouraging'],nan,1,0,Positive
rt senschumer thank you president biden thank you vice president harris thank you speaker pelosi together democrats delivered b ,nan,nan,1,1,neutral
rt thetweetofjohn florida s beaches and bars are already seeing the first throngs of college students on break crowding beaches and bars ,nan,['break'],0,1,Negative
rt leeflower bmi correlates with poorer health outcomes for covid and everything else because of medical discrimination and delayed den ,nan,"['poorer', 'discrimination', 'delayed']",0,3,Negative
omg i m required to get the vaccine,nan,nan,0,0,neutral
rt cbsnews a big beneficiary of the 1 9 trillion aid bill working class and middle class households ,['beneficiary'],nan,1,0,Positive
is it ok to drink between vaccine doses what does vaccine efficacy mean ,nan,nan,0,0,neutral
covid 19 vaccines should be required before returning to the office say 70 of employees ,nan,nan,0,0,neutral
rt christufton news release astrazeneca vaccine safe who reports ,['safe'],nan,1,0,Positive
rt kylegriffin1 speaker pelosi on the covid relief plan it certainly would not have happened without joe biden as president of the unit ,nan,nan,1,1,neutral
rt palmerreport trump s operation warp speed clearly didn t speed up anything since the first vaccine out of the gate wasn t even part ,"['trump', 'clearly']",nan,2,0,Positive
rt derrickdmv me before covid vs now ,nan,nan,0,0,neutral
rt ben r hoffman seeing nearly no response to the original spanish vitamin d rct i have to assume that most of my acquaintances worries ,nan,['worries'],0,1,Negative
rt proceeeding we have less than 20 covid cases in my hospital now such a dramatic drop ,nan,nan,0,0,neutral
canada told to refrain giving astrazeneca vaccine to people 65 and over ,nan,nan,0,0,neutral
rt rbreich 0 republicans voted for the 1 9 trillion covid relief bill 278 republicans voted for trump s 1 9 trillion tax cut for corp ,"['relief', 'trump']",nan,2,0,Positive
rt jeremynewberger brian kilmeade is done talking about the half a million americans who died of covid he has totally moved on he s lik ,nan,['died'],0,1,Negative
rt senschumer thank you president biden thank you vice president harris thank you speaker pelosi together democrats delivered b ,nan,nan,1,1,neutral
rt covie 93 nope the house and senate did not pass covid relief the democrats in the house and senate pass covid relief get it r ,nan,nan,1,1,neutral
we know that the covid 19 pandemic has disproportionally affected women and underrepresented canadians thank you t ,['thank'],nan,1,0,Positive
rt twomauro places covid doesn t exist 1 texas 2 florida 3 that african club in beltsville by petco,nan,nan,0,0,neutral
rt gillensons was called a religious zealot today by my mother for refusing to take the covid vaccine due to the use of aborted fetal ce ,nan,"['zealot', 'refusing', 'aborted']",0,3,Negative
rt ellie 00 you can register your phone number to 999 by just texting them register this means you can text the emergency services if ,nan,['emergency'],0,1,Negative
president biden signed the 1 9 trillion american rescue plan act of 2021 via littler ,nan,nan,0,0,neutral
rt julianseventy4 imagine voting to extend the state of emergency one week and then protesting it the next week fraud,nan,"['emergency', 'protesting', 'fraud']",0,3,Negative
rt johnnydollar01 newt gingrich locked out of twitter for criticizing biden immigration policy after he published a tweet that raised con ,nan,['criticizing'],0,1,Negative
 ironssparky i ve heard a lot of stuff people seem to forget we get moaned at for 7 8 hour days and have to d ,nan,nan,0,0,neutral
rt colinallredtx potus is not only going to meet his 100 million shots in 100 days promise he s exceeding it by may every american a ,"['promise', 'exceeding']",nan,2,0,Positive
rt borahaefunds army legends activate your codes we are 4 hours away if you haven t purchased a ticket yet you can still do so ,nan,nan,0,0,neutral
rt jeremycorbyn brazil s far right president dismissed covid19 a year ago as a little flu and recklessly refused to put people and th ,nan,"['recklessly', 'refused']",0,2,Negative
the ana has emphasized that frontline nurses should receive mental health services and hazard pay i can advocate f ,nan,nan,1,1,neutral
my dad and stepmother have both had their second vaccinations both have already had covid and both headed out yes ,nan,nan,0,0,neutral
rt potus all adult americans will be eligible to get the vaccine no later than may 1 ,nan,nan,0,0,neutral
rt sadhgurujv mahashivratri millions meditated together over 100 mn on tv channels amp online physical presence pegged at 20k for covi ,nan,nan,0,0,neutral
rt sal wba ladies in the light of what s happened to sarah everard i have downloaded the app hollie guard app it turns your phone into ,nan,nan,0,0,neutral
 bunburiasm gratsi4 it s not just the masks how often do you speak to people who brag about being tested and act ,nan,['not'],0,1,Negative
 hindleskitchen shehabkhan novavax people s immune systems are 0 effective against covid if you are exposed to ,['effective'],nan,1,0,Positive
rt jessekellydc people are so wrapped up in the covid panic bubble they really do not grasp that half the country doesn t want the vacci ,nan,"['panic', 'not']",0,2,Negative
rt senschumer thank you president biden thank you vice president harris thank you speaker pelosi together democrats delivered b ,nan,nan,1,1,neutral
rt peopleb4pharma vaccine nationalism is no way to beat a global pandemic especially when a mutation in one country today can wreck ano ,nan,['wreck'],0,1,Negative
 smittyhalibut california snow eh grin take care and 73,['grin'],nan,1,0,Positive
i was offered the two shot moderna covid 19 vaccinations by passport health ,nan,nan,0,0,neutral
 falcone veloce jimvj joshtpm it s good trump didn t end up with too many ventilators that didn t happen because ,"['good', 'trump']",nan,2,0,Positive
 marsupial gamer kahrimanovicned thequartering and lmao they shut down our businesses please don t group in so ,nan,nan,0,0,neutral
rt yeralizard so which vaccine dose is the microchip and which is the autism ,nan,nan,0,0,neutral
rt senschumer thank you president biden thank you vice president harris thank you speaker pelosi together democrats delivered b ,nan,nan,1,1,neutral
rt vp every adult will be eligible to get a vaccine by may 1 more than 95 million shots have been administered 33 million americans ,nan,nan,0,0,neutral
rt resistersis20 please vote and rt covid19 vaccine data i ,nan,nan,0,0,neutral
rt facethenation scientist erictopol warns lifting covid 19 restrictions too soon could blow biden benchmarks of returning life to no ,nan,['blow'],0,1,Negative
rt marxistbarbie69 prioritize those contemplating bangs for the vaccine,nan,nan,0,0,neutral
 opdracula jpseidling jpwavinak you can t explain it by one thing one state did that another didn t that s the p ,nan,nan,0,0,neutral
rt jim jordan president trump got us the covid19 vaccine president biden plagiarized it ,['trump'],nan,1,0,Positive
rt jim jordan president trump got us the covid19 vaccine president biden plagiarized it ,['trump'],nan,1,0,Positive
rt resistersis20 please vote and rt covid19 vaccine data i ,nan,nan,0,0,neutral
 rosinafrance sorry to hear that blood clots is why denmark iceland and norway stopped their vaccine programs ,nan,['sorry'],0,1,Negative
rt aseemrshukla so nytimes thinks india s vaccine generosity is to curry favor with neighbors exactly what favors did india get in sh ,"['generosity', 'favor']",nan,2,0,Positive
who grants emergency authorization to johnson amp johnson vaccine ,nan,['emergency'],0,1,Negative
rt senschumer thank you president biden thank you vice president harris thank you speaker pelosi together democrats delivered b ,nan,nan,1,1,neutral
rt cp24 third mass school closure likely for ontario due to coronavirus variant spread toronto epidemiologist says ,nan,nan,0,0,neutral
rt joshtpm 2 and here are the details and receipts ,nan,nan,0,0,neutral
 hellonheels2020 if you have to get a vaccine they already have ,nan,nan,0,0,neutral
rt jawalker fyi one reason sol is still at qp today when the legislature isn t sitting is because he s filming a public health psa to fi ,nan,nan,0,0,neutral
rt abc new vice pres kamala harris celebrates signing of covid relief bill the president promised help is on the way and today help ,"['relief', 'promised']",nan,2,0,Positive
rt ddurwent i will boycott any business pub restaurant or events company that insists on a vaccine passport or showing papers as my ,nan,['boycott'],0,1,Negative
rt wolfblitzer another day another new all time record high wall street is really happy with president joebiden relief package and the ,"['happy', 'relief']",nan,2,0,Positive
oregon gov kate brown won t move up covid vaccine eligibility to may 1 just yet despite president biden s directi ,['won'],nan,1,0,Positive
rt gwengraham florida s covid variants soar as spring breakers arrive ,nan,nan,0,0,neutral
rt navalacademy covid19 vaccinations continue today for the brigade 1 c andre nahal cuadrado was vaccinated today after losing his mot ,nan,['losing'],0,1,Negative
rt erictopol patient specific digital twins could integrate known human physiology and immunology with real time patient specific clini ,['patient'],nan,1,0,Positive
rt weaponizedword1 google appears to be spreading misinformation about the covid 19 vaccine it claims the astrazeneca covid 19 vaccine i ,nan,nan,0,0,neutral
rt cnn the 1 9 trillion stimulus package that president joe biden signed into law thursday includes close to 50 billion in housing assi ,nan,nan,0,0,neutral
rt leticiakawano 1 full anticoagulation for covid three different multicentric rcts harmonized a priori their protocols to accele ,nan,nan,0,0,neutral
rt realspikecohen if they had simply given you all the directly from the covid stimulus bills every single american would ve gotten ,nan,nan,0,0,neutral
rt mediajernyc i asked my mom if she felt any side effects from her second vaccine shot today and she said an acute appreciation for sci ,nan,nan,0,0,neutral
rt globalgiving when covid19 came to puducherry india sasi kanta dash phd stepped up to ensure food access for seniors in his communi ,nan,nan,0,0,neutral
 simmogoesracing vicgovdh about how much it costs unemployment would be higher anyway if there was covid in victoria ,nan,nan,0,0,neutral
 truth disinformation facebook is finally cracking down hard on antivaccine content it is facing an uphill ba ,nan,['hard'],0,1,Negative
rt jamaicastar health and wellness minister dr christopher tufton says that details about the process of registration for persons 60 ye ,nan,nan,0,0,neutral
magufuli dying of covid after downplaying it for so long will be some different brand of karma,nan,['dying'],0,1,Negative
rt clarkemicah covid in scotland hospitals behind 30 of worst infections ,nan,"['worst', 'infections']",0,2,Negative
five things we learned about schools in the pandemic via chalkbeat nlmusd,nan,nan,0,0,neutral
 heathenmomma1 mollyjongfast maybe europe is being over cautious but i haven t heard about blood clot problems wi ,nan,['problems'],0,1,Negative
rt annastaciamp the person a staff member at the pa hospital had contact with covid 19 positive patients in the early hours of 10 march ,['positive'],nan,1,0,Positive
got my vaccine today my arm feels like it s gonna fall off ,nan,nan,1,1,neutral
rt chauhanzahid thank you bbc5live for speaking to me today sometimes history judges you for your actions i am pleased that homeless pe ,"['thank', 'pleased']",nan,2,0,Positive
rt charismaalasta1 lionelmedia tweet 2 besides advicers of vaccine are pals to those poisoning our water foods air turned harm ,nan,['harm'],0,1,Negative
rt timfprice if a single case of covid can shut down an entire state then any vaccine injury should shut down all vaccine programmes ,nan,['injury'],0,1,Negative
rt a r berg not a single resident vaccinated at illinois largest nursing home a massive failure at all levels state city feds and th ,nan,"['not', 'failure']",0,2,Negative
rt strandjunker the amount of damage fox news has caused is probably incalculable they are responsible for hundreds of thousands more co ,nan,['damage'],0,1,Negative
rt ufwupdates every vaccinated farm worker makes our country stronger loving this photo of guillermo after his covid19 vaccine ,"['stronger', 'loving']",nan,2,0,Positive
rt maddowblog eli lilly and co said on wednesday that its combination antibody therapy to fight covid 19 reduced the risk of hospitaliza ,nan,['risk'],0,1,Negative
rt bryanbehar hannity says biden needs to thank trump for the vaccine should he also thank him for covid denial maskless behavior supe ,"['thank', 'trump']",nan,2,0,Positive
rt jasonhickel this is wild the us chamber of commerce warned the wto s director general not to distract herself with proposals to su ,nan,"['wild', 'warned', 'not', 'distract']",0,4,Negative
rt justintrudeau update on delivery schedules from pfizer we ll now get at least 1 million doses of their covid 19 vaccine each week fro ,nan,nan,0,0,neutral
rt thedailybeast the u s administers the 100 millionth dose of coronavirus vaccine ,nan,nan,0,0,neutral
rt threadreaderapp jimbotex hallo the unroll you asked for with biden setting the goal of open vaccine enrollment at may 1 the ,nan,nan,0,0,neutral
rt nowthisnews happening now jen psaki one on one nowthis simplyzinhle talks to white house presssec jen psaki as the biden admin mar ,nan,['mar'],0,1,Negative
 jim jordan how does one plagiarize a vaccine gym ,nan,['plagiarize'],0,1,Negative
rt ecb cricket members of our englandcricket men s team joined professor jonathan van tam and the ecb s professor nick peirce in a discu ,nan,nan,0,0,neutral
rt jim jordan president trump got us the covid19 vaccine president biden plagiarized it ,['trump'],nan,1,0,Positive
rt wealthyseed love to see the bulls out today to help close the week up 40 mvmd chart looks ripe macd curling 4 7mil volume today b ,['love'],nan,1,0,Positive
rt thattimwalker this is what happens when you ve a pillock in charge who boasted about shaking hands with covid19 patients ,nan,nan,0,0,neutral
rt jonahmarais brb gotta go catch some snow waves ,nan,nan,0,0,neutral
rt covfefeanon rightists will admit that they have doubts about socially useful things leftists will never get to that admission becaus ,nan,nan,1,1,neutral
 whatamidoingoh ahhahaha same guy means lower std and covid risk then seeing someone new and it means he doesn t s ,nan,['risk'],0,1,Negative
rt isgoodrum china bolivia venezuela cuba and other global south countries support an ip waiver so generic covid vaccines can be mass ,['support'],nan,1,0,Positive
rt jim jordan president trump got us the covid19 vaccine president biden plagiarized it ,['trump'],nan,1,0,Positive
 jeremyfarrar one would think that most countries understood by now how critical it is to have vaccine development ,nan,['critical'],0,1,Negative
rt healthierjc for women s history month the division of immigrant affairs honors immigrant women and the daughters of immigrants on the ,nan,nan,0,0,neutral
rt wiltscouncil thanks to paddy doherty for taking the time to stress the urgency of receiving the covid 19 vaccine for the traveller com ,nan,['stress'],0,1,Negative
rt aliceeire disgraceful that eu joined forces with usa to actively block tripswaiver at wto meeting that temporary waiver would have ,nan,['disgraceful'],0,1,Negative
love to be sent to a different medical clinic for a test because the normal clinic is closed due to covid and the ,['love'],nan,1,0,Positive
rt jonlemire president biden signs the 1 9 trillion covid 19 relief bill into law ,['relief'],nan,1,0,Positive
rt swedenteam sweden is now below the european union average in covid deaths per capita if lockdowns and masks were effective this wo ,['effective'],nan,1,0,Positive
rt maryellenklas federal complaint accuses govrondesantis of vaccine discrimination the vaccine is funded by the federal gov t and the ,nan,"['complaint', 'accuses', 'discrimination']",0,3,Negative
5 people share their pfizer and moderna vaccine side effects ,nan,nan,0,0,neutral
rt johnpavlovitz breaking joe biden is crushing this presidency and republicans are rightly terrified while we re getting vaccines co ,nan,"['breaking', 'crushing']",0,2,Negative
woke up to a text invite from the health dept to schedule my vaccine i ll be getting my first dose almost a year ,nan,nan,0,0,neutral
rt reuters who tries to quash nervousness about astrazeneca vaccine ,nan,"['quash', 'nervousness']",0,2,Negative
rt trishfortrump whoever wrote that speech for biden should be fired biden shouldn t of read that speech unless he s so demented he beli ,nan,nan,0,0,neutral
rt susanschutte2 erin minister toke tokley 47 philadelphia pd officer minister gospel singer beloved husband father of three phi ,['beloved'],nan,1,0,Positive
rt marshablackburn california is putting illegals ahead of citizens for covid vaccines we should put america first ,nan,nan,0,0,neutral
rt jawalker fyi one reason sol is still at qp today when the legislature isn t sitting is because he s filming a public health psa to fi ,nan,nan,0,0,neutral
rt gopchairwoman biden spent the majority of his speech last night misleading the american people on the vaccine it is only thanks to ,nan,['misleading'],0,1,Negative
rt sensanders today my colleagues and i sent a letter to secblinken asking him to urge the israeli government to make sure that all pale ,nan,['pale'],0,1,Negative
stato nprice3 last time we signed a keeper on emergency was alex palmer day after we beat cambridge 3 1 get on it tomorrow oafc,nan,['emergency'],0,1,Negative
 janicedean left is going to metoo aka franken andrewcuomo only because they want to continue to distract ,nan,['distract'],0,1,Negative
rt abc pfizer s vaccine is successful in preventing not only symptomatic covid 19 but also asymptomatic disease according to new real wo ,nan,nan,1,1,neutral
rt ioulovebot one year anniversary of covid nah one year anniversary of heartbreak weather by niall horan,nan,nan,0,0,neutral
rt cityofrialto special city of rialto covid 19 update march 12 2021 topic moving to the red tier sunday amp expanded vaccination cat ,nan,nan,0,0,neutral
rt cloydrivers biden says if everyone gets their magic covid shot he ll let us celebrate the 4th of july with our family and friends ,"['magic', 'celebrate']",nan,2,0,Positive
 3 5 5 all approved vaccines will protect against severe covid 19 take the first vaccine that is offered if you ,nan,nan,1,1,neutral
lol a rare toronto mention on zerohedge,nan,nan,0,0,neutral
